location_id,address,province_name,town_name,location_type,record_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id,date,description,pollutant_ppm,biological,results,type_of_water_source,number_of_people_served,hour_of_day,day_of_week,percent_male,percent_female,percent_child
AkRu03470,11 Baobab Court,Akatsi,Rural,Rural,9190,AkRu03470224,2021/05/23 14:55,5,39,1,,,,,,shared_tap,708,14,Sunday,17.39,74.53,8.07
AkRu03470,11 Baobab Court,Akatsi,Rural,Rural,9248,AkRu03470224,2021/05/24 14:12,6,121,1,,,,,,shared_tap,708,14,Monday,7.64,77.71,14.65
AkRu03470,11 Baobab Court,Akatsi,Rural,Rural,9355,AkRu03470224,2021/05/25 15:35,7,29,1,,,,,,shared_tap,708,15,Tuesday,2.61,88.06,9.33
AkRu03470,11 Baobab Court,Akatsi,Rural,Rural,9395,AkRu03470224,2021/05/26 11:15,8,62,1,,,,,,shared_tap,708,11,Wednesday,4.68,82.46,12.87
AkRu03471,13 Baobab Court,Akatsi,Rural,Rural,22497,AkRu03471224,2021/12/09 09:59,1,0,2,2021/12/12 09:59,Clean,0.0617503,7.41054e-05,Clean,well,168,9,Thursday,9.68,79.84,10.48
AkRu03472,4 Baobab Court,Akatsi,Rural,Rural,6662,AkRu03472224,2021/04/15 09:55,1,0,18,2021/04/18 09:55,Clean,0.0162831,4.00631e-05,Clean,well,174,9,Thursday,2.94,89.50,7.56
AkRu03473,19 Baobab Court,Akatsi,Rural,Rural,47054,AkRu03473224,2022/12/15 16:12,1,0,5,,,,,,tap_in_home,594,16,Thursday,9.46,72.30,18.24
AkRu03474,26 Baobab Court,Akatsi,Rural,Rural,33427,AkRu03474224,2022/05/25 13:46,1,0,3,2022/05/28 13:46,Clean,0.077295,1.25691e-05,Clean,well,244,13,Wednesday,3.38,89.37,7.25
AkRu03475,29 Baobab Court,Akatsi,Rural,Rural,33630,AkRu03475224,2022/05/27 16:23,1,0,24,2022/05/30 16:23,Bacteria: E. coli,0,20.692,Contaminated: Biological,well,354,16,Friday,2.84,81.25,15.91
AkRu03476,2 Baobab Court,Akatsi,Rural,Rural,49649,AkRu03476224,2023/01/26 11:31,1,17,6,,,,,,shared_tap,506,11,Thursday,2.24,92.38,5.38
AkRu03477,17 Baobab Court,Akatsi,Rural,Rural,6596,AkRu03477224,2021/04/14 11:25,1,0,48,2021/04/17 11:25,Clean,0.0852263,9.06214e-05,Clean,well,228,11,Wednesday,7.03,84.32,8.65
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,24888,AkRu03478224,2022/01/14 09:58,1,185,12,,,,,,shared_tap,2242,9,Friday,3.90,84.85,11.26
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,24963,AkRu03478224,2022/01/15 12:37,2,352,12,,,,,,shared_tap,2242,12,Saturday,30.53,51.91,17.56
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,24981,AkRu03478224,2022/01/16 07:54,3,49,12,,,,,,shared_tap,2242,7,Sunday,26.35,67.07,6.59
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,25068,AkRu03478224,2022/01/17 17:26,4,209,12,,,,,,shared_tap,2242,17,Monday,2.04,77.14,20.82
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,25073,AkRu03478224,2022/01/18 07:24,5,103,12,,,,,,shared_tap,2242,7,Tuesday,7.32,68.29,24.39
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,25227,AkRu03478224,2022/01/19 17:55,6,186,12,,,,,,shared_tap,2242,17,Wednesday,6.17,71.19,22.63
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,25249,AkRu03478224,2022/01/20 09:49,7,122,12,,,,,,shared_tap,2242,9,Thursday,4.81,81.73,13.46
AkRu03478,7 Baobab Court,Akatsi,Rural,Rural,25328,AkRu03478224,2022/01/21 10:07,8,238,12,,,,,,shared_tap,2242,10,Friday,2.87,89.08,8.05
AkRu03479,6 Baobab Court,Akatsi,Rural,Rural,5838,AkRu03479224,2021/04/02 11:46,1,11,24,,,,,,river,720,11,Friday,4.86,89.19,5.95
AkRu03480,22 Baobab Court,Akatsi,Rural,Rural,54098,AkRu03480224,2023/04/06 11:46,1,0,46,2023/04/09 11:46,"Inorganic contaminants: Silver, Arsenic",2.07447,0,Contaminated: Chemical,well,166,11,Thursday,4.66,84.59,10.75
AkRu03481,25 Baobab Court,Akatsi,Rural,Rural,18522,AkRu03481224,2021/10/08 16:28,1,0,32,,,,,,tap_in_home,972,16,Friday,6.67,64.00,29.33
AkRu03482,15 Baobab Court,Akatsi,Rural,Rural,6749,AkRu03482224,2021/04/16 09:47,1,0,1,2021/04/19 09:47,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological,well,394,9,Friday,6.25,75.78,17.97
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,1954,AkRu03483224,2021/02/01 16:06,1,240,30,,,,,,shared_tap,3126,16,Monday,7.00,77.00,16.00
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2017,AkRu03483224,2021/02/02 13:18,2,136,30,,,,,,shared_tap,3126,13,Tuesday,7.60,77.78,14.62
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2106,AkRu03483224,2021/02/03 14:36,3,171,30,,,,,,shared_tap,3126,14,Wednesday,9.22,79.43,11.35
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2191,AkRu03483224,2021/02/04 14:12,4,130,30,,,,,,shared_tap,3126,14,Thursday,2.34,93.75,3.91
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2266,AkRu03483224,2021/02/05 13:01,5,241,30,,,,,,shared_tap,3126,13,Friday,4.63,87.96,7.41
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2314,AkRu03483224,2021/02/06 14:27,6,345,30,,,,,,shared_tap,3126,14,Saturday,9.29,81.97,8.74
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2329,AkRu03483224,2021/02/07 10:16,7,128,30,,,,,,shared_tap,3126,10,Sunday,20.41,69.39,10.20
AkRu03483,8 Baobab Court,Akatsi,Rural,Rural,2396,AkRu03483224,2021/02/08 14:49,8,292,30,,,,,,shared_tap,3126,14,Monday,3.29,84.98,11.74
AkRu03484,14 Baobab Court,Akatsi,Rural,Rural,17970,AkRu03484224,2021/09/30 16:22,1,15,48,,,,,,river,966,16,Thursday,4.61,66.36,29.03
AkRu03485,20 Baobab Court,Akatsi,Rural,Rural,54532,AkRu03485224,2023/04/12 16:34,1,0,30,2023/04/15 16:34,"Inorganic contaminants: Silver, Copper, Selenium, Zinc",2.34766,0,Contaminated: Chemical,well,208,16,Wednesday,3.97,60.32,35.71
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14314,AkRu03486224,2021/08/06 11:39,1,240,3,,,,,,shared_tap,3648,11,Friday,4.51,86.48,9.02
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14378,AkRu03486224,2021/08/07 15:13,2,328,3,,,,,,shared_tap,3648,15,Saturday,14.78,73.48,11.74
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14390,AkRu03486224,2021/08/08 10:52,3,165,3,,,,,,shared_tap,3648,10,Sunday,17.05,73.64,9.30
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14473,AkRu03486224,2021/08/09 15:04,4,184,3,,,,,,shared_tap,3648,15,Monday,2.60,83.85,13.54
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14491,AkRu03486224,2021/08/10 06:46,5,229,3,,,,,,shared_tap,3648,6,Tuesday,11.11,78.70,10.19
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14582,AkRu03486224,2021/08/11 09:30,6,172,3,,,,,,shared_tap,3648,9,Wednesday,3.96,84.16,11.88
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14690,AkRu03486224,2021/08/12 11:15,7,137,3,,,,,,shared_tap,3648,11,Thursday,4.38,90.44,5.18
AkRu03486,18 Baobab Court,Akatsi,Rural,Rural,14837,AkRu03486224,2021/08/13 16:13,8,324,3,,,,,,shared_tap,3648,16,Friday,10.42,47.92,41.67
AkRu03487,30 Baobab Court,Akatsi,Rural,Rural,30265,AkRu03487224,2022/04/06 15:20,1,0,32,2022/04/09 15:20,Inorganic contaminants: Copper,3.70993,0,Contaminated: Chemical,well,390,15,Wednesday,2.83,91.09,6.07
AkRu03488,12 Baobab Court,Akatsi,Rural,Rural,40891,AkRu03488224,2022/09/13 09:55,1,0,8,2022/09/16 09:55,Clean,0.0619569,4.25947e-05,Clean,well,386,9,Tuesday,5.76,84.36,9.88
AkRu03489,23 Baobab Court,Akatsi,Rural,Rural,17364,AkRu03489224,2021/09/21 14:45,1,0,0,2021/09/24 14:45,Clean,0.044668,3.04456e-05,Clean,well,164,14,Tuesday,4.73,79.29,15.98
AkRu03490,45 Koinange Street,Akatsi,Rural,Rural,1680,AkRu03490224,2021/01/28 09:29,1,0,30,,,,,,tap_in_home,332,9,Thursday,6.41,83.97,9.62
AkRu03491,140 Koinange Street,Akatsi,Rural,Rural,26523,AkRu03491224,2022/02/09 11:00,1,0,3,2022/02/12 11:00,"Inorganic contaminants: Arsenic, Cadmium, Arsenic, Barium",7.84299,0,Contaminated: Chemical,well,368,11,Wednesday,2.02,93.55,4.44
AkRu03492,8 Koinange Street,Akatsi,Rural,Rural,15896,AkRu03492224,2021/08/30 16:18,1,0,38,,,,,,tap_in_home_broken,650,16,Monday,4.72,76.77,18.50
AkRu03493,197 Koinange Street,Akatsi,Rural,Rural,59949,AkRu03493224,2023/07/07 09:05,1,0,36,2023/07/10 09:05,Clean,0.0408526,7.8955e-05,Clean,well,218,9,Friday,6.84,80.00,13.16
AkRu03494,97 Koinange Street,Akatsi,Rural,Rural,58506,AkRu03494224,2023/06/14 10:59,1,0,3,2023/06/17 10:59,"Inorganic contaminants: Copper, Cadmium",7.45011,0,Contaminated: Chemical,well,302,10,Wednesday,6.03,85.78,8.19
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,301,AkRu03495224,2021/01/07 11:21,1,135,1,,,,,,shared_tap,1550,11,Thursday,5.77,80.77,13.46
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,378,AkRu03495224,2021/01/08 10:56,2,148,1,,,,,,shared_tap,1550,10,Friday,7.75,81.40,10.85
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,450,AkRu03495224,2021/01/09 15:23,3,288,1,,,,,,shared_tap,1550,15,Saturday,25.15,56.89,17.96
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,460,AkRu03495224,2021/01/10 11:14,4,65,1,,,,,,shared_tap,1550,11,Sunday,27.21,60.54,12.24
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,488,AkRu03495224,2021/01/11 10:15,5,102,1,,,,,,shared_tap,1550,10,Monday,6.57,84.51,8.92
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,632,AkRu03495224,2021/01/12 14:43,6,60,1,,,,,,shared_tap,1550,14,Tuesday,5.88,86.03,8.09
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,662,AkRu03495224,2021/01/13 09:47,7,74,1,,,,,,shared_tap,1550,9,Wednesday,8.57,77.71,13.71
AkRu03495,75 Koinange Street,Akatsi,Rural,Rural,749,AkRu03495224,2021/01/14 09:48,8,88,1,,,,,,shared_tap,1550,9,Thursday,5.82,80.42,13.76
AkRu03496,98 Koinange Street,Akatsi,Rural,Rural,31241,AkRu03496224,2022/04/22 09:54,1,0,28,,,,,,tap_in_home,444,9,Friday,5.17,88.19,6.64
AkRu03497,61 Koinange Street,Akatsi,Rural,Rural,28227,AkRu03497224,2022/03/08 12:32,1,26,10,,,,,,river,594,12,Tuesday,4.05,86.04,9.91
AkRu03498,165 Koinange Street,Akatsi,Rural,Rural,37099,AkRu03498224,2022/07/18 10:42,1,0,1,2022/07/21 10:42,"Inorganic contaminants: Selenium, Arsenic, Lead",3.32196,0,Contaminated: Chemical,well,256,10,Monday,5.15,87.11,7.73
AkRu03499,27 Koinange Street,Akatsi,Rural,Rural,11496,AkRu03499224,2021/06/24 12:39,1,19,34,,,,,,shared_tap,862,12,Thursday,8.50,72.55,18.95
AkRu03500,26 Koinange Street,Akatsi,Rural,Rural,38680,AkRu03500224,2022/08/09 16:51,1,14,34,,,,,,river,922,16,Tuesday,6.63,67.40,25.97
AkRu03501,131 Koinange Street,Akatsi,Rural,Rural,2123,AkRu03501224,2021/02/03 16:13,1,30,10,,,,,,shared_tap,3298,16,Wednesday,2.43,71.36,26.21
AkRu03502,133 Koinange Street,Akatsi,Rural,Rural,2394,AkRu03502224,2021/02/08 14:38,1,0,48,,,,,,tap_in_home,944,14,Monday,11.57,76.03,12.40
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20463,AkRu03503224,2021/11/08 14:32,1,222,7,,,,,,shared_tap,2752,14,Monday,4.04,91.03,4.93
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20502,AkRu03503224,2021/11/09 09:15,2,164,7,,,,,,shared_tap,2752,9,Tuesday,2.80,83.64,13.55
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20654,AkRu03503224,2021/11/10 18:44,3,118,7,,,,,,shared_tap,2752,18,Wednesday,6.84,77.89,15.26
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20670,AkRu03503224,2021/11/11 09:58,4,244,7,,,,,,shared_tap,2752,9,Thursday,3.88,88.37,7.75
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20772,AkRu03503224,2021/11/12 11:31,5,142,7,,,,,,shared_tap,2752,11,Friday,2.26,84.16,13.57
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20827,AkRu03503224,2021/11/13 08:11,6,446,7,,,,,,shared_tap,2752,8,Saturday,12.92,70.79,16.29
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20852,AkRu03503224,2021/11/14 15:54,7,111,7,,,,,,shared_tap,2752,15,Sunday,23.23,58.06,18.71
AkRu03503,172 Koinange Street,Akatsi,Rural,Rural,20869,AkRu03503224,2021/11/15 10:07,8,316,7,,,,,,shared_tap,2752,10,Monday,6.15,84.62,9.23
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2402,AkRu03504224,2021/02/08 15:10,1,74,28,,,,,,shared_tap,704,15,Monday,1.85,87.08,11.07
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2483,AkRu03504224,2021/02/09 15:35,2,71,28,,,,,,shared_tap,704,15,Tuesday,7.32,85.98,6.71
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2566,AkRu03504224,2021/02/10 16:00,3,45,28,,,,,,shared_tap,704,16,Wednesday,2.52,74.79,22.69
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2585,AkRu03504224,2021/02/11 07:37,4,78,28,,,,,,shared_tap,704,7,Thursday,8.15,75.56,16.30
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2754,AkRu03504224,2021/02/12 16:51,5,38,28,,,,,,shared_tap,704,16,Friday,4.44,62.22,33.33
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2779,AkRu03504224,2021/02/13 18:27,6,60,28,,,,,,shared_tap,704,18,Saturday,12.38,62.86,24.76
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2790,AkRu03504224,2021/02/14 09:51,7,25,28,,,,,,shared_tap,704,9,Sunday,23.39,52.42,24.19
AkRu03504,173 Koinange Street,Akatsi,Rural,Rural,2837,AkRu03504224,2021/02/15 11:02,8,66,28,,,,,,shared_tap,704,11,Monday,4.76,88.89,6.35
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,36949,AkRu03505224,2022/07/14 15:43,1,68,46,,,,,,shared_tap,620,15,Thursday,2.36,84.43,13.21
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,36960,AkRu03505224,2022/07/15 06:11,2,74,46,,,,,,shared_tap,620,6,Friday,3.07,85.28,11.66
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37050,AkRu03505224,2022/07/16 08:09,3,94,46,,,,,,shared_tap,620,8,Saturday,26.16,60.47,13.37
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37075,AkRu03505224,2022/07/17 13:08,4,29,46,,,,,,shared_tap,620,13,Sunday,19.35,70.16,10.48
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37116,AkRu03505224,2022/07/18 12:47,5,55,46,,,,,,shared_tap,620,12,Monday,4.93,83.41,11.66
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37206,AkRu03505224,2022/07/19 13:49,6,72,46,,,,,,shared_tap,620,13,Tuesday,6.08,87.16,6.76
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37310,AkRu03505224,2022/07/20 15:03,7,29,46,,,,,,shared_tap,620,15,Wednesday,4.29,85.41,10.30
AkRu03505,135 Koinange Street,Akatsi,Rural,Rural,37340,AkRu03505224,2022/07/21 08:35,8,42,46,,,,,,shared_tap,620,8,Thursday,5.56,87.18,7.26
AkRu03506,137 Koinange Street,Akatsi,Rural,Rural,7934,AkRu03506224,2021/05/04 12:34,1,0,40,2021/05/07 12:34,Clean,0.0699266,4.17535e-06,Clean,well,320,12,Tuesday,6.14,86.84,7.02
AkRu03507,152 Koinange Street,Akatsi,Rural,Rural,57453,AkRu03507224,2023/05/29 09:50,1,0,12,2023/06/01 09:50,"Inorganic contaminants: Silver, Selenium",6.62093,0,Contaminated: Chemical,well,254,9,Monday,9.16,74.81,16.03
AkRu03508,28 Koinange Street,Akatsi,Rural,Rural,38993,AkRu03508224,2022/08/15 11:14,1,10,30,,,,,,river,512,11,Monday,3.57,84.92,11.51
AkRu03509,176 Koinange Street,Akatsi,Rural,Rural,36570,AkRu03509224,2022/07/08 15:49,1,0,38,2022/07/11 15:49,"Inorganic contaminants: Arsenic, Lead, Silver, Barium",5.62228,0,Contaminated: Chemical,well,166,15,Friday,8.63,74.82,16.55
AkRu03510,41 Koinange Street,Akatsi,Rural,Rural,54061,AkRu03510224,2023/04/05 15:45,1,0,24,2023/04/08 15:45,"Inorganic contaminants: Silver, Barium",7.20307,0,Contaminated: Chemical,well,192,15,Wednesday,5.10,90.20,4.71
AkRu03511,56 Koinange Street,Akatsi,Rural,Rural,27936,AkRu03511224,2022/03/02 14:45,1,0,34,2022/03/05 14:45,Inorganic contaminants: Chromium,8.39397,0,Contaminated: Chemical,well,292,14,Wednesday,10.19,76.85,12.96
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14412,AkRu03512224,2021/08/09 09:21,1,127,36,,,,,,shared_tap,1446,9,Monday,4.76,77.78,17.46
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14565,AkRu03512224,2021/08/10 16:36,2,71,36,,,,,,shared_tap,1446,16,Tuesday,5.16,49.68,45.16
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14636,AkRu03512224,2021/08/11 13:57,3,46,36,,,,,,shared_tap,1446,13,Wednesday,3.38,91.79,4.83
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14665,AkRu03512224,2021/08/12 09:07,4,144,36,,,,,,shared_tap,1446,9,Thursday,5.65,79.10,15.25
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14823,AkRu03512224,2021/08/13 14:25,5,119,36,,,,,,shared_tap,1446,14,Friday,5.42,89.66,4.93
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14876,AkRu03512224,2021/08/14 15:56,6,175,36,,,,,,shared_tap,1446,15,Saturday,18.72,65.78,15.51
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14909,AkRu03512224,2021/08/15 18:01,7,88,36,,,,,,shared_tap,1446,18,Sunday,26.14,33.33,40.52
AkRu03512,127 Koinange Street,Akatsi,Rural,Rural,14976,AkRu03512224,2021/08/16 15:08,8,104,36,,,,,,shared_tap,1446,15,Monday,4.55,86.36,9.09
AkRu03513,153 Koinange Street,Akatsi,Rural,Rural,43957,AkRu03513224,2022/10/31 14:50,1,0,24,2022/11/03 14:50,"Inorganic contaminants: Copper, Mercury, Zinc",8.48395,0,Contaminated: Chemical,well,200,14,Monday,3.38,87.59,9.02
AkRu03514,59 Koinange Street,Akatsi,Rural,Rural,8149,AkRu03514224,2021/05/06 15:24,1,0,24,2021/05/09 15:24,"Inorganic contaminants: Zinc, Chromium, Arsenic, Barium",9.68044,0,Contaminated: Chemical,well,348,15,Thursday,4.90,86.71,8.39
AkRu03515,67 Koinange Street,Akatsi,Rural,Rural,8377,AkRu03515224,2021/05/11 10:04,1,0,42,,,,,,tap_in_home_broken,396,10,Tuesday,6.10,80.49,13.41
AkRu03516,139 Koinange Street,Akatsi,Rural,Rural,7216,AkRu03516224,2021/04/23 12:17,1,0,10,,,,,,tap_in_home,524,12,Friday,6.85,85.84,7.31
AkRu03517,5 Koinange Street,Akatsi,Rural,Rural,23119,AkRu03517224,2021/12/20 09:00,1,25,2,,,,,,river,806,9,Monday,6.71,79.19,14.09
AkRu03518,141 Koinange Street,Akatsi,Rural,Rural,12739,AkRu03518224,2021/07/13 16:59,1,0,16,,,,,,tap_in_home,610,16,Tuesday,10.00,52.14,37.86
AkRu03519,87 Koinange Street,Akatsi,Rural,Rural,25448,AkRu03519224,2022/01/24 09:29,1,0,3,2022/01/27 09:29,Bacteria: E. coli,0,48.7925,Contaminated: Biological,well,390,9,Monday,9.15,73.78,17.07
AkRu03520,189 Koinange Street,Akatsi,Rural,Rural,33005,AkRu03520224,2022/05/18 12:28,1,0,2,2022/05/21 12:28,Clean,0.0577339,3.43813e-05,Clean,well,300,12,Wednesday,7.39,79.31,13.30
AkRu03521,144 Koinange Street,Akatsi,Rural,Rural,2371,AkRu03521224,2021/02/08 12:12,1,0,3,2021/02/11 12:12,"Inorganic contaminants: Chromium, Copper, Arsenic",4.95366,0,Contaminated: Chemical,well,192,12,Monday,2.73,85.00,12.27
AkRu03522,187 Koinange Street,Akatsi,Rural,Rural,54522,AkRu03522224,2023/04/12 14:57,1,0,28,2023/04/15 14:57,Inorganic contaminants: Zinc,1.33144,0,Contaminated: Chemical,well,270,14,Wednesday,8.70,76.52,14.78
AkRu03523,100 Koinange Street,Akatsi,Rural,Rural,36707,AkRu03523224,2022/07/11 15:44,1,17,30,,,,,,shared_tap,426,15,Monday,6.64,87.61,5.75
AkRu03524,21 Koinange Street,Akatsi,Rural,Rural,6251,AkRu03524224,2021/04/08 14:36,1,0,36,,,,,,tap_in_home,938,14,Thursday,8.57,80.00,11.43
AkRu03525,50 Koinange Street,Akatsi,Rural,Rural,28254,AkRu03525224,2022/03/08 16:16,1,0,3,2022/03/11 16:16,Clean,0.0689227,3.41917e-05,Clean,well,268,16,Tuesday,5.35,78.60,16.05
AkRu03526,46 Koinange Street,Akatsi,Rural,Rural,40576,AkRu03526224,2022/09/07 14:59,1,0,3,2022/09/10 14:59,"Inorganic contaminants: Copper, Arsenic, Selenium",9.80963,0,Contaminated: Chemical,well,366,14,Wednesday,6.44,88.41,5.15
AkRu03527,154 Koinange Street,Akatsi,Rural,Rural,42301,AkRu03527224,2022/10/04 10:51,1,0,28,2022/10/07 10:51,"Inorganic contaminants: Selenium, Selenium, Cadmium, Mercury",8.3893,0,Contaminated: Chemical,well,246,10,Tuesday,8.00,77.71,14.29
AkRu03528,157 Koinange Street,Akatsi,Rural,Rural,28406,AkRu03528224,2022/03/10 14:05,1,0,36,,,,,,tap_in_home_broken,670,14,Thursday,10.07,82.73,7.19
AkRu03529,107 Koinange Street,Akatsi,Rural,Rural,44541,AkRu03529224,2022/11/08 16:06,1,0,1,2022/11/11 16:06,"Inorganic contaminants: Copper, Arsenic",2.34322,0,Contaminated: Chemical,well,190,16,Tuesday,3.91,81.01,15.08
AkRu03530,120 Koinange Street,Akatsi,Rural,Rural,5232,AkRu03530224,2021/03/23 16:53,1,22,3,,,,,,river,860,16,Tuesday,2.97,68.64,28.39
AkRu03531,43 Koinange Street,Akatsi,Rural,Rural,12824,AkRu03531224,2021/07/14 16:57,1,0,30,,,,,,tap_in_home,364,16,Wednesday,7.23,72.89,19.88
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,4667,AkRu03532224,2021/03/15 14:07,1,160,1,,,,,,shared_tap,1894,14,Monday,2.76,88.58,8.66
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,4750,AkRu03532224,2021/03/16 13:06,2,122,1,,,,,,shared_tap,1894,13,Tuesday,3.12,78.75,18.12
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,4827,AkRu03532224,2021/03/17 12:59,3,120,1,,,,,,shared_tap,1894,12,Wednesday,4.44,79.44,16.11
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,4873,AkRu03532224,2021/03/18 06:43,4,99,1,,,,,,shared_tap,1894,6,Thursday,8.93,81.25,9.82
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,5048,AkRu03532224,2021/03/19 18:42,5,157,1,,,,,,shared_tap,1894,18,Friday,4.78,74.10,21.12
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,5049,AkRu03532224,2021/03/20 06:22,6,147,1,,,,,,shared_tap,1894,6,Saturday,12.22,74.44,13.33
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,5089,AkRu03532224,2021/03/21 15:07,7,82,1,,,,,,shared_tap,1894,15,Sunday,18.72,72.19,9.09
AkRu03532,196 Koinange Street,Akatsi,Rural,Rural,5098,AkRu03532224,2021/03/22 06:18,8,182,1,,,,,,shared_tap,1894,6,Monday,4.59,87.16,8.26
AkRu03533,51 Koinange Street,Akatsi,Rural,Rural,24596,AkRu03533224,2022/01/10 15:29,1,0,8,2022/01/13 15:29,Clean,0.0635297,7.50639e-05,Clean,well,302,15,Monday,7.58,84.85,7.58
AkRu03534,105 Koinange Street,Akatsi,Rural,Rural,40264,AkRu03534224,2022/09/02 14:21,1,29,12,,,,,,shared_tap,2840,14,Friday,5.60,81.90,12.50
AkRu03535,171 Koinange Street,Akatsi,Rural,Rural,47424,AkRu03535224,2022/12/21 13:18,1,0,48,2022/12/24 13:18,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,346,13,Wednesday,4.92,84.43,10.66
AkRu03536,13 Koinange Street,Akatsi,Rural,Rural,28295,AkRu03536224,2022/03/09 11:56,1,0,10,2022/03/12 11:56,Clean,0.0909866,8.34342e-05,Clean,well,304,11,Wednesday,6.90,78.74,14.37
AkRu03537,86 Koinange Street,Akatsi,Rural,Rural,30927,AkRu03537224,2022/04/18 12:14,1,0,30,2022/04/21 12:14,Clean,0.0160798,2.75236e-05,Clean,well,224,12,Monday,3.41,89.02,7.58
AkRu03538,92 Koinange Street,Akatsi,Rural,Rural,8044,AkRu03538224,2021/05/05 13:56,1,20,34,,,,,,shared_tap,1108,13,Wednesday,6.25,76.70,17.05
AkRu03539,162 Koinange Street,Akatsi,Rural,Rural,1140,AkRu03539224,2021/01/20 13:39,1,0,3,2021/01/23 13:39,"Inorganic contaminants: Lead, Cadmium, Cadmium",6.01575,0,Contaminated: Chemical,well,220,13,Wednesday,9.92,70.99,19.08
AkRu03540,71 Koinange Street,Akatsi,Rural,Rural,44678,AkRu03540224,2022/11/10 12:42,1,0,40,,,,,,tap_in_home,674,12,Thursday,5.95,86.49,7.57
AkRu03541,29 Koinange Street,Akatsi,Rural,Rural,23766,AkRu03541224,2021/12/29 10:00,1,0,3,2022/01/01 10:00,"Inorganic contaminants: Silver, Cadmium, Chromium",8.28435,0,Contaminated: Chemical,well,394,10,Wednesday,2.53,87.88,9.60
AkRu03542,11 Koinange Street,Akatsi,Rural,Rural,18163,AkRu03542224,2021/10/04 12:03,1,19,36,,,,,,shared_tap,938,12,Monday,3.21,85.94,10.84
